player,year,wins,losses
Slava Dosedel,2000,16,18
Slava Dosedel,2001,3,11
Somdev Devvarman,2008,5,1
Somdev Devvarman,2009,18,9
Somdev Devvarman,2010,21,15
Somdev Devvarman,2011,18,18
Somdev Devvarman,2012,1,4
Somdev Devvarman,2013,20,13
Somdev Devvarman,2014,3,13
Somdev Devvarman,2015,7,10
Somdev Devvarman,2016,2,6
Stan Wawrinka,2003,2,3
Stan Wawrinka,2005,12,9
Stan Wawrinka,2006,20,18
Stan Wawrinka,2007,20,19
Stan Wawrinka,2008,23,14
Stan Wawrinka,2009,20,13
Stan Wawrinka,2010,28,14
Stan Wawrinka,2011,33,17
Stan Wawrinka,2012,30,17
Stan Wawrinka,2013,39,15
Stan Wawrinka,2014,27,11
Stan Wawrinka,2015,41,15
Stan Wawrinka,2016,38,11
Stan Wawrinka,2017,24,9
Stan Wawrinka,2018,18,17
Stan Wawrinka,2019,27,17
Stefan Koubek,1999,24,22
Stefan Koubek,2000,25,25
Stefan Koubek,2001,12,16
Stefan Koubek,2002,23,22
Stefan Koubek,2003,11,19
Stefan Koubek,2004,15,15
Stefan Koubek,2005,6,13
Stefan Koubek,2006,10,7
Stefan Koubek,2007,14,21
Stefan Koubek,2008,2,4
Stefan Koubek,2009,9,13
Stefan Koubek,2010,14,10
Stefan Koubek,2011,5,5
Stefano Galvani,2001,1,2
Stefano Galvani,2002,5,11
Stefano Galvani,2006,4,6
Stefano Galvani,2007,10,13
Stefano Galvani,2008,5,5
Stefano Galvani,2009,1,2
Stefano Galvani,2010,3,1
Stefano Galvani,2011,4,3
Stefano Galvani,2012,1,3
Stefano Travaglia,2014,2,2
Stefano Travaglia,2015,2,2
Stefano Travaglia,2017,9,4
Stefano Travaglia,2018,21,13
Stefano Travaglia,2019,4,5
Stefanos Tsitsipas,2017,25,14
Stefanos Tsitsipas,2018,46,27
Stefanos Tsitsipas,2019,46,21
Stephane Bohli,2007,1,3
Stephane Bohli,2008,9,8
Stephane Bohli,2009,6,10
Stephane Bohli,2010,4,5
Stephane Bohli,2011,4,8
Stephane Bohli,2012,6,6
Stephane Bohli,2013,1,2
Stephane Robert,2009,3,3
Stephane Robert,2010,10,16
Stephane Robert,2011,8,6
Stephane Robert,2012,4,9
Stephane Robert,2013,11,6
Stephane Robert,2014,18,15
Stephane Robert,2015,10,9
Stephane Robert,2016,14,12
Stephane Robert,2017,3,13
Stephane Robert,2018,7,9
Steve Darcis,2007,3,2
Steve Darcis,2008,17,16
Steve Darcis,2009,2,14
Steve Darcis,2010,14,7
Steve Darcis,2011,17,7
Steve Darcis,2012,14,15
Steve Darcis,2013,5,7
Steve Darcis,2014,4,3
Steve Darcis,2015,12,10
Steve Darcis,2016,10,6
Steve Darcis,2017,20,16
Steve Darcis,2018,3,1
Steve Darcis,2019,1,6
Steve Johnson,2010,3,2
Steve Johnson,2011,1,4
Steve Johnson,2012,6,7
Steve Johnson,2013,15,11
Steve Johnson,2014,18,18
Steve Johnson,2015,31,23
Steve Johnson,2016,26,21
Steve Johnson,2017,24,20
Steve Johnson,2018,24,20
Steve Johnson,2019,13,18
Steven Diez,2013,3,9
Steven Diez,2014,2,8
Steven Diez,2016,5,4
Steven Diez,2017,5,10
Steven Diez,2019,4,2
Takao Suzuki,1998,2,1
Takao Suzuki,2000,1,1
Takao Suzuki,2002,2,2
Takao Suzuki,2003,3,2
Takao Suzuki,2004,2,2
Takao Suzuki,2005,1,2
Takao Suzuki,2006,3,1
Takao Suzuki,2007,1,4
Takao Suzuki,2008,2,3
Takao Suzuki,2009,1,1
Takao Suzuki,2010,4,3
Takao Suzuki,2015,1,1
Taro Daniel,2013,2,1
Taro Daniel,2014,17,11
Taro Daniel,2015,18,11
Taro Daniel,2016,10,11
Taro Daniel,2017,9,14
Taro Daniel,2018,26,24
Taro Daniel,2019,11,19
Tatsuma Ito,2007,1,2
Tatsuma Ito,2008,1,3
Tatsuma Ito,2009,4,5
Tatsuma Ito,2010,4,5
Tatsuma Ito,2011,5,9
Tatsuma Ito,2012,15,16
Tatsuma Ito,2013,11,13
Tatsuma Ito,2014,9,8
Tatsuma Ito,2015,14,15
Tatsuma Ito,2016,11,7
Tatsuma Ito,2017,7,8
Tatsuma Ito,2018,3,5
Tatsuma Ito,2019,2,4
Taylor Dent,2000,3,7
Taylor Dent,2001,8,9
Taylor Dent,2002,16,9
Taylor Dent,2003,23,11
Taylor Dent,2004,26,17
Taylor Dent,2005,29,14
Taylor Dent,2006,1,4
Taylor Dent,2009,18,11
Taylor Dent,2010,16,16
Taylor Fritz,2015,1,2
Taylor Fritz,2016,18,19
Taylor Fritz,2017,15,11
Taylor Fritz,2018,20,20
Taylor Fritz,2019,26,22
Tennys Sandgren,2012,1,1
Tennys Sandgren,2013,1,3
Tennys Sandgren,2016,1,3
Tennys Sandgren,2017,4,8
Tennys Sandgren,2018,17,25
Tennys Sandgren,2019,11,12
Teymuraz Gabashvili,2005,2,3
Teymuraz Gabashvili,2006,4,7
Teymuraz Gabashvili,2007,27,30
Teymuraz Gabashvili,2008,12,10
Teymuraz Gabashvili,2009,16,23
Teymuraz Gabashvili,2010,20,15
Teymuraz Gabashvili,2011,12,19
Teymuraz Gabashvili,2012,7,10
Teymuraz Gabashvili,2013,13,12
Teymuraz Gabashvili,2014,24,24
Teymuraz Gabashvili,2015,20,20
Teymuraz Gabashvili,2016,9,20
Teymuraz Gabashvili,2017,6,7
Teymuraz Gabashvili,2018,1,2
Thanasi Kokkinakis,2013,3,2
Thanasi Kokkinakis,2014,10,10
Thanasi Kokkinakis,2015,23,15
Thanasi Kokkinakis,2017,5,6
Thanasi Kokkinakis,2018,13,11
Thanasi Kokkinakis,2019,3,3
Thiago Alves,2006,3,3
Thiago Alves,2007,2,11
Thiago Alves,2008,6,2
Thiago Alves,2009,5,9
Thiago Alves,2010,6,8
Thiago Alves,2011,2,4
Thiago Alves,2012,7,7
Thiago Alves,2013,2,5
Thiago Monteiro,2014,2,3
Thiago Monteiro,2015,4,5
Thiago Monteiro,2016,7,8
Thiago Monteiro,2017,16,23
Thiago Monteiro,2018,13,15
Thiago Monteiro,2019,7,11
Thiemo de Bakker,2007,1,4
Thiemo de Bakker,2008,1,1
Thiemo de Bakker,2009,8,5
Thiemo de Bakker,2010,23,17
Thiemo de Bakker,2011,4,10
Thiemo de Bakker,2012,5,5
Thiemo de Bakker,2013,16,14
Thiemo de Bakker,2014,15,11
Thiemo de Bakker,2015,20,14
Thiemo de Bakker,2016,10,15
Thierry Ascione,2003,2,3
Thierry Ascione,2004,7,12
Thierry Ascione,2005,1,3
Thierry Ascione,2006,2,4
Thierry Ascione,2007,10,7
Thierry Ascione,2008,8,10
Thierry Ascione,2009,7,4
Thierry Ascione,2010,4,6
Thomas Enqvist,1998,9,3
Thomas Enqvist,1999,41,24
Thomas Enqvist,2000,40,18
Thomas Enqvist,2001,19,12
Thomas Enqvist,2002,17,13
Thomas Enqvist,2003,12,22
Thomas Enqvist,2004,7,12
Thomas Enqvist,2005,6,9
Thomas Fabbiano,2008,4,2
Thomas Fabbiano,2011,1,4
Thomas Fabbiano,2012,3,2
Thomas Fabbiano,2013,4,5
Thomas Fabbiano,2015,16,11
Thomas Fabbiano,2016,19,14
Thomas Fabbiano,2017,13,17
Thomas Fabbiano,2018,12,16
Thomas Fabbiano,2019,16,24
Thomas Johansson,1998,16,11
Thomas Johansson,1999,18,23
Thomas Johansson,2000,21,23
Thomas Johansson,2001,33,16
Thomas Johansson,2002,22,16
Thomas Johansson,2004,19,14
Thomas Johansson,2005,29,17
Thomas Johansson,2006,6,10
Thomas Johansson,2007,22,19
Thomas Johansson,2008,8,12
Thomaz Bellucci,2008,7,10
Thomaz Bellucci,2009,25,16
Thomaz Bellucci,2010,29,20
Thomaz Bellucci,2011,21,21
Thomaz Bellucci,2012,21,19
Thomaz Bellucci,2013,7,16
Thomaz Bellucci,2014,26,17
Thomaz Bellucci,2015,29,21
Thomaz Bellucci,2016,10,19
Thomaz Bellucci,2017,10,19
Thomaz Bellucci,2018,6,7
Tim Henman,1998,10,8
Tim Henman,1999,37,26
Tim Henman,2000,47,20
Tim Henman,2001,35,11
Tim Henman,2002,33,13
Tim Henman,2003,19,14
Tim Henman,2004,33,13
Tim Henman,2005,17,12
Tim Henman,2006,19,14
Tim Henman,2007,4,10
Tim Smyczek,2008,4,4
Tim Smyczek,2009,2,2
Tim Smyczek,2010,10,8
Tim Smyczek,2011,16,13
Tim Smyczek,2012,25,14
Tim Smyczek,2013,23,16
Tim Smyczek,2014,12,11
Tim Smyczek,2015,8,14
Tim Smyczek,2016,17,13
Tim Smyczek,2017,17,14
Tim Smyczek,2018,15,19
Tim Smyczek,2019,6,3
Tobias Kamke,2007,2,3
Tobias Kamke,2008,7,7
Tobias Kamke,2009,3,7
Tobias Kamke,2010,14,11
Tobias Kamke,2011,21,20
Tobias Kamke,2012,17,22
Tobias Kamke,2013,19,23
Tobias Kamke,2014,11,16
Tobias Kamke,2015,8,14
Tobias Kamke,2016,13,7
Tobias Kamke,2017,6,13
Tobias Kamke,2018,3,6
Todd Martin,1998,12,3
Todd Martin,1999,36,14
Todd Martin,2000,13,11
Todd Martin,2001,8,8
Todd Martin,2002,14,10
Todd Martin,2003,14,10
Todd Martin,2004,6,9
Tomas Behrend,1999,1,1
Tomas Behrend,2000,6,9
Tomas Behrend,2001,4,7
Tomas Behrend,2002,2,3
Tomas Behrend,2003,6,9
Tomas Behrend,2004,4,5
Tomas Behrend,2005,4,9
Tomas Behrend,2006,3,11
Tomas Behrend,2007,3,4
Tomas Berdych,2003,1,2
Tomas Berdych,2004,13,9
Tomas Berdych,2005,19,20
Tomas Berdych,2006,37,19
Tomas Berdych,2007,43,20
Tomas Berdych,2008,22,14
Tomas Berdych,2009,24,18
Tomas Berdych,2010,33,15
Tomas Berdych,2011,37,18
Tomas Berdych,2012,49,18
Tomas Berdych,2013,35,16
Tomas Berdych,2014,45,15
Tomas Berdych,2015,43,17
Tomas Berdych,2016,32,15
Tomas Berdych,2017,29,15
Tomas Berdych,2018,15,12
Tomas Berdych,2019,9,8
Tomas Zib,1999,4,4
Tomas Zib,2000,3,11
Tomas Zib,2003,1,3
Tomas Zib,2004,2,5
Tomas Zib,2005,16,22
Tomas Zib,2007,10,13
Tomas Zib,2008,5,3
Tommy Haas,1998,10,8
Tommy Haas,1999,40,23
Tommy Haas,2000,27,17
Tommy Haas,2001,32,12
Tommy Haas,2002,27,13
Tommy Haas,2004,20,15
Tommy Haas,2005,20,14
Tommy Haas,2006,24,12
Tommy Haas,2007,27,14
Tommy Haas,2008,16,11
Tommy Haas,2009,29,13
Tommy Haas,2010,3,3
Tommy Haas,2011,10,12
Tommy Haas,2012,29,15
Tommy Haas,2013,41,18
Tommy Haas,2014,14,11
Tommy Haas,2015,2,6
Tommy Haas,2017,3,10
Tommy Paul,2015,4,2
Tommy Paul,2016,6,8
Tommy Paul,2017,4,4
Tommy Paul,2018,6,4
Tommy Paul,2019,8,7
Tommy Robredo,1999,2,1
Tommy Robredo,2001,22,12
Tommy Robredo,2002,13,16
Tommy Robredo,2003,22,19
Tommy Robredo,2004,26,17
Tommy Robredo,2005,28,16
Tommy Robredo,2006,38,17
Tommy Robredo,2007,43,24
Tommy Robredo,2008,26,18
Tommy Robredo,2009,37,16
Tommy Robredo,2010,15,18
Tommy Robredo,2011,19,11
Tommy Robredo,2012,6,6
Tommy Robredo,2013,29,17
Tommy Robredo,2014,36,22
Tommy Robredo,2015,15,15
Tommy Robredo,2016,2,6
Tommy Robredo,2017,3,9
Tommy Robredo,2018,6,8
Uladzimir Ignatik,2008,1,2
Uladzimir Ignatik,2010,1,2
Uladzimir Ignatik,2011,1,2
Uladzimir Ignatik,2013,1,7
Uladzimir Ignatik,2014,2,4
Uladzimir Ignatik,2015,3,4
Uladzimir Ignatik,2016,1,4
Uladzimir Ignatik,2017,4,5
Uladzimir Ignatik,2018,4,7
Vasek Pospisil,2011,6,3
Vasek Pospisil,2012,10,17
Vasek Pospisil,2013,22,13
Vasek Pospisil,2014,8,17
Vasek Pospisil,2015,22,20
Vasek Pospisil,2016,8,21
Vasek Pospisil,2017,21,16
Vasek Pospisil,2018,17,15
Vasek Pospisil,2019,5,4
Victor Crivoi,2006,1,1
Victor Crivoi,2008,3,2
Victor Crivoi,2009,10,11
Victor Crivoi,2010,9,8
Victor Crivoi,2011,7,8
Victor Crivoi,2012,4,4
Victor Crivoi,2013,2,3
Victor Crivoi,2014,4,6
Victor Estrella Burgos,2008,3,3
Victor Estrella Burgos,2009,1,3
Victor Estrella Burgos,2011,1,5
Victor Estrella Burgos,2013,2,2
Victor Estrella Burgos,2014,5,9
Victor Estrella Burgos,2015,14,17
Victor Estrella Burgos,2016,12,16
Victor Estrella Burgos,2017,9,12
Victor Estrella Burgos,2018,5,11
Victor Hanescu,2002,1,1
Victor Hanescu,2003,8,7
Victor Hanescu,2004,9,15
Victor Hanescu,2005,20,17
Victor Hanescu,2007,5,7
Victor Hanescu,2008,14,20
Victor Hanescu,2009,23,23
Victor Hanescu,2010,19,20
Victor Hanescu,2011,19,21
Victor Hanescu,2012,13,15
Victor Hanescu,2013,22,22
Victor Hanescu,2014,13,14
Victor Hanescu,2015,10,9
Viktor Troicki,2006,1,1
Viktor Troicki,2007,20,13
Viktor Troicki,2008,22,12
Viktor Troicki,2009,19,19
Viktor Troicki,2010,27,23
Viktor Troicki,2011,34,22
Viktor Troicki,2012,20,24
Viktor Troicki,2013,15,16
Viktor Troicki,2014,7,2
Viktor Troicki,2015,32,23
Viktor Troicki,2016,25,22
Viktor Troicki,2017,18,22
Viktor Troicki,2018,9,18
Viktor Troicki,2019,2,6
Vincent Millot,2008,1,2
Vincent Millot,2010,5,7
Vincent Millot,2011,11,9
Vincent Millot,2012,7,6
Vincent Millot,2013,2,4
Vincent Millot,2014,9,9
Vincent Millot,2015,9,6
Vincent Millot,2016,16,14
Vincent Millot,2017,17,13
Vincent Millot,2018,5,5
Vincent Spadea,1998,5,7
Vincent Spadea,1999,33,25
Vincent Spadea,2000,3,22
Vincent Spadea,2002,10,9
Vincent Spadea,2003,24,19
Vincent Spadea,2004,28,19
Vincent Spadea,2005,14,18
Vincent Spadea,2006,14,17
Vincent Spadea,2007,26,27
Vincent Spadea,2008,17,15
Vincent Spadea,2009,5,11
Vladimir Voltchkov,2000,11,7
Vladimir Voltchkov,2001,9,13
Vladimir Voltchkov,2002,10,7
Vladimir Voltchkov,2003,7,13
Vladimir Voltchkov,2004,2,4
Wayne Arthurs,1998,1,1
Wayne Arthurs,1999,8,8
Wayne Arthurs,2000,12,14
Wayne Arthurs,2001,15,14
Wayne Arthurs,2002,17,17
Wayne Arthurs,2003,11,19
Wayne Arthurs,2004,11,13
Wayne Arthurs,2005,15,14
Wayne Arthurs,2006,4,6
Wayne Arthurs,2007,7,5
Wayne Black,1999,9,13
Wayne Black,2000,7,7
Wayne Black,2001,1,6
Wayne Black,2003,2,4
Wayne Ferreira,1998,5,5
Wayne Ferreira,1999,20,22
Wayne Ferreira,2000,34,17
Wayne Ferreira,2001,10,12
Wayne Ferreira,2002,16,14
Wayne Ferreira,2003,24,13
Wayne Ferreira,2004,9,11
Wayne Odesnik,2007,7,7
Wayne Odesnik,2008,18,17
Wayne Odesnik,2009,12,12
Wayne Odesnik,2010,7,6
Wayne Odesnik,2011,1,3
Wayne Odesnik,2012,11,11
Wayne Odesnik,2013,12,9
Wayne Odesnik,2014,10,10
Wayne Odesnik,2015,1,1
Wesley Moodie,2003,4,7
Wesley Moodie,2004,3,9
Wesley Moodie,2005,12,6
Wesley Moodie,2006,5,13
Wesley Moodie,2007,19,14
Wesley Moodie,2008,3,6
Woong-Sun Jun,2007,11,5
Woong-Sun Jun,2008,12,12
Woong-Sun Jun,2009,3,9
Xavier Malisse,1998,1,2
Xavier Malisse,1999,8,8
Xavier Malisse,2000,6,6
Xavier Malisse,2001,25,11
Xavier Malisse,2002,17,15
Xavier Malisse,2003,15,17
Xavier Malisse,2004,9,15
Xavier Malisse,2005,14,12
Xavier Malisse,2006,25,18
Xavier Malisse,2007,12,4
Xavier Malisse,2008,5,10
Xavier Malisse,2009,14,9
Xavier Malisse,2010,21,18
Xavier Malisse,2011,20,20
Xavier Malisse,2012,16,20
Xavier Malisse,2013,10,13
Yannick Hanfmann,2014,1,1
Yannick Hanfmann,2015,1,1
Yannick Hanfmann,2017,14,10
Yannick Hanfmann,2018,7,10
Yannick Hanfmann,2019,1,4
Yannick Maden,2016,2,1
Yannick Maden,2017,2,6
Yannick Maden,2018,20,14
Yannick Maden,2019,8,6
Yannick Mertens,2009,1,1
Yannick Mertens,2010,3,6
Yannick Mertens,2011,4,6
Yannick Mertens,2012,10,7
Yannick Mertens,2015,2,3
Yannick Mertens,2016,4,5
Yannick Mertens,2017,3,5
Yen-Hsun Lu,2004,2,7
Yen-Hsun Lu,2005,2,6
Yen-Hsun Lu,2006,1,5
Yen-Hsun Lu,2007,4,12
Yen-Hsun Lu,2008,11,12
Yen-Hsun Lu,2009,8,16
Yen-Hsun Lu,2010,16,14
Yen-Hsun Lu,2011,11,18
Yen-Hsun Lu,2012,9,15
Yen-Hsun Lu,2013,16,14
Yen-Hsun Lu,2014,16,17
Yen-Hsun Lu,2015,15,18
Yen-Hsun Lu,2016,4,8
Yen-Hsun Lu,2017,7,13
Yevgeny Kafelnikov,1998,19,7
Yevgeny Kafelnikov,1999,48,25
Yevgeny Kafelnikov,2000,56,27
Yevgeny Kafelnikov,2001,40,16
Yevgeny Kafelnikov,2002,31,19
Yevgeny Kafelnikov,2003,26,19
Yoshihito Nishioka,2014,4,2
Yoshihito Nishioka,2015,17,11
Yoshihito Nishioka,2016,17,11
Yoshihito Nishioka,2017,13,7
Yoshihito Nishioka,2018,16,14
Yoshihito Nishioka,2019,20,18
Younes El Aynaoui,1998,4,1
Younes El Aynaoui,1999,24,19
Younes El Aynaoui,2000,32,21
Younes El Aynaoui,2001,23,15
Younes El Aynaoui,2002,28,19
Younes El Aynaoui,2003,28,18
Younes El Aynaoui,2006,1,1
Younes El Aynaoui,2007,4,4
Younes El Aynaoui,2008,8,2
Younes El Aynaoui,2010,1,1
Yuichi Sugita,2009,3,3
Yuichi Sugita,2010,2,7
Yuichi Sugita,2011,10,8
Yuichi Sugita,2012,12,10
Yuichi Sugita,2013,7,7
Yuichi Sugita,2014,8,6
Yuichi Sugita,2015,19,13
Yuichi Sugita,2016,18,15
Yuichi Sugita,2017,21,17
Yuichi Sugita,2018,7,24
Yuki Bhambri,2007,2,2
Yuki Bhambri,2010,3,5
Yuki Bhambri,2012,4,6
Yuki Bhambri,2013,2,3
Yuki Bhambri,2014,1,2
Yuki Bhambri,2015,5,5
Yuki Bhambri,2017,9,5
Yuki Bhambri,2018,12,10
Yuri Schukin,2004,1,1
Yuri Schukin,2007,10,7
Yuri Schukin,2008,3,8
Yuri Schukin,2009,4,4
Yuri Schukin,2010,9,4
Yuri Schukin,2011,1,7
Ze Zhang,2010,1,2
Ze Zhang,2011,2,2
Ze Zhang,2012,7,6
Ze Zhang,2013,2,4
Ze Zhang,2014,6,5
Ze Zhang,2015,4,7
Adrian Mannarino,2007,0,1
Adrian Menendez-Maceiras,2007,0,1
Adrian Menendez-Maceiras,2009,0,1
Adrian Voinea,2007,0,2
Aisam-Ul-Haq Qureshi,2006,0,1
Aisam-Ul-Haq Qureshi,2011,0,1
Aisam-Ul-Haq Qureshi,2017,0,1
Albert Portas,2005,0,3
Aldin Setkic,2011,0,2
Alejandro Falla,2005,0,2
Aleksandr Nedovyesov,2019,0,2
Alessandro Giannessi,2010,0,1
Alessandro Giannessi,2011,0,2
Alessio Di Mauro,2003,0,1
Alessio Di Mauro,2004,0,2
Alessio Di Mauro,2009,0,2
Alessio Di Mauro,2013,0,2
Alessio Di Mauro,2014,0,1
Alex Bogdanovic,2002,0,1
Alex Bogdanovic,2004,0,2
Alex Bogdanovic,2005,0,1
Alex Bogomolov Jr.,2001,0,1
Alex Bogomolov Jr.,2005,0,3
Alex Bolt,2012,0,1
Alex Bolt,2016,0,1
Alex Calatrava,1998,0,3
Alex Calatrava,2003,0,3
Alex Kuznetsov,2005,0,2
Alex Kuznetsov,2006,0,1
Alex de Minaur,2016,0,1
Alexander Bublik,2014,0,1
Alexander Bublik,2015,0,1
Alexander Kudryavtsev,2017,0,2
Alexander Peya,2003,0,1
Alexander Peya,2012,0,1
Alexander Peya,2013,0,1
Alexander Waske,2008,0,2
Alexander Waske,2011,0,1
Alexander Zverev,2013,0,1
Alexandr Dolgopolov,2006,0,1
Alexandre Sidorenko,2006,0,1
Alexandre Sidorenko,2017,0,1
Alexei Popyrin,2017,0,1
Amer Delic,2010,0,1
Amir Weintraub,2011,0,4
Amir Weintraub,2014,0,3
Amir Weintraub,2015,0,3
Amir Weintraub,2017,0,1
Amir Weintraub,2019,0,2
Andre Ghem,2010,0,1
Andre Ghem,2016,0,5
Andre Sa,1998,0,2
Andre Sa,2004,0,1
Andre Sa,2006,0,1
Andre Sa,2008,0,3
Andre Sa,2009,0,1
Andre Sa,2013,0,2
Andre Sa,2014,0,1
Andre Sa,2017,0,1
Andrea Arnaboldi,2009,0,2
Andrea Arnaboldi,2011,0,1
Andrea Arnaboldi,2012,0,2
Andreas Beck,2006,0,2
Andreas Haider-Maurer,2017,0,3
Andreas Haider-Maurer,2018,0,9
Andreas Seppi,2003,0,1
Andreas Vinciguerra,1998,0,1
Andreas Vinciguerra,2009,0,2
Andreas Vinciguerra,2011,0,1
Andreas Vinciguerra,2013,0,2
Andrei Pavel,2008,0,2
Andrei Stoliarov,2004,0,1
Andrei Stoliarov,2013,0,1
Andrej Martin,2015,0,3
Andrej Martin,2017,0,5
Andrew Ilie,2002,0,3
Andrew Ilie,2003,0,2
Andrey Golubev,2017,0,1
Andrey Rublev,2013,0,1
Andrey Rublev,2014,0,1
Ante Pavic,2009,0,1
Ante Pavic,2012,0,2
Ante Pavic,2018,0,2
Ante Pavic,2019,0,1
Antonio Veic,2007,0,2
Antonio Veic,2008,0,1
Antony Dupuis,2010,0,1
Attila Savolt,2004,0,1
Austin Krajicek,2008,0,1
Austin Krajicek,2013,0,1
Austin Krajicek,2018,0,2
Bjorn Fratangelo,2011,0,2
Bjorn Fratangelo,2013,0,1
Bjorn Phau,1998,0,1
Bjorn Phau,2000,0,3
Bobby Reynolds,2003,0,2
Bobby Reynolds,2004,0,1
Bobby Reynolds,2006,0,7
Brendan Evans,2004,0,1
Brendan Evans,2005,0,3
Brian Baker,2002,0,1
Brian Baker,2003,0,2
Brian Baker,2004,0,3
Brydan Klein,2007,0,2
Brydan Klein,2008,0,3
Brydan Klein,2011,0,2
Brydan Klein,2013,0,2
Brydan Klein,2018,0,1
Carlos Berlocq,2005,0,1
Casper Ruud,2016,0,2
Cecil Mamiit,2011,0,1
Cedrik-Marcel Stebe,2018,0,2
Chris Woodruff,2002,0,1
Christian Ruud,1998,0,3
Cyril Saulnier,1999,0,2
Damir Dzumhur,2011,0,1
Danai Udomchoke,2002,0,1
Danai Udomchoke,2003,0,1
Danai Udomchoke,2004,0,3
Danai Udomchoke,2010,0,1
Daniel Evans,2008,0,1
Daniel Evans,2011,0,2
Daniel Gimeno-Traver,2004,0,2
Daniel Gimeno-Traver,2005,0,1
Daniel Gimeno-Traver,2017,0,3
Daniel Gimeno-Traver,2019,0,3
Daniel Munoz de la Nava,2017,0,2
Daniel Munoz de la Nava,2018,0,2
Daniel Nestor,2002,0,1
Daniel Nestor,2006,0,1
Daniel Vacek,2001,0,4
Daniel Vacek,2002,0,1
Daniele Bracciali,2014,0,1
Daniil Medvedev,2013,0,1
Darian King,2012,0,1
Darian King,2014,0,1
David Guez,2018,0,2
David Marrero,2007,0,1
David Nalbandian,2000,0,1
David Prinosil,2003,0,3
David Prinosil,2004,0,1
David Sanchez,1999,0,1
Davide Sanguinetti,2009,0,1
Denis Gremelmayr,2002,0,1
Denis Gremelmayr,2010,0,2
Denis Istomin,2006,0,2
Denis Kudla,2009,0,1
Dennis Novak,2011,0,1
Dennis Novikov,2013,0,2
Dennis Novikov,2019,0,1
Dennis Van Scheppingen,1999,0,2
Dennis Van Scheppingen,2002,0,1
Dennis Van Scheppingen,2005,0,4
Di Wu,2009,0,1
Di Wu,2010,0,2
Di Wu,2011,0,1
Di Wu,2015,0,2
Di Wu,2019,0,1
Dick Norman,1998,0,1
Dick Norman,2001,0,1
Dick Norman,2002,0,5
Dick Norman,2008,0,3
Dieter Kindlmann,2004,0,1
Dieter Kindlmann,2005,0,1
Dominic Thiem,2012,0,2
Dominik Hrbaty,2010,0,3
Donald Young,2005,0,7
Donald Young,2006,0,2
Dudi Sela,2005,0,1
Dudi Sela,2019,0,1
Dusan Lajovic,2010,0,4
Dusan Vemic,2001,0,1
Dusan Vemic,2010,0,5
Dusan Vemic,2011,0,2
Dustin Brown,2003,0,1
Dustin Brown,2007,0,1
Dustin Brown,2009,0,1
Eduardo Schwank,2013,0,2
Eduardo Schwank,2014,0,1
Egor Gerasimov,2012,0,1
Elias Ymer,2012,0,1
Evgeny Donskoy,2007,0,1
Evgeny Donskoy,2008,0,1
Evgeny Korolev,2014,0,3
Fabio Fognini,2006,0,3
Fabrice Santoro,2010,0,1
Facundo Arguello,2010,0,1
Facundo Arguello,2011,0,1
Facundo Arguello,2019,0,2
Farrukh Dustov,2011,0,2
Federico Luzzi,2000,0,1
Feliciano Lopez,2000,0,1
Felix Auger-Aliassime,2016,0,1
Fernando Vicente,2008,0,2
Filip Krajinovic,2008,0,2
Filip Krajinovic,2009,0,1
Filippo Volandri,2001,0,2
Filippo Volandri,2002,0,1
Flavio Cipolla,2015,0,2
Flavio Cipolla,2016,0,2
Flavio Saretta,2009,0,1
Flavio Saretta,2014,0,1
Florent Serra,2002,0,1
Florent Serra,2003,0,1
Florent Serra,2004,0,1
Florent Serra,2014,0,4
Frank Dancevic,2003,0,1
Frantisek Cermak,2001,0,1
Frantisek Cermak,2014,0,1
Frantisek Cermak,2015,0,2
Frederik Nielsen,2003,0,1
Frederik Nielsen,2010,0,1
Frederik Nielsen,2014,0,1
Frederik Nielsen,2016,0,1
Galo Blanco,2005,0,3
Gastao Elias,2006,0,1
Gastao Elias,2007,0,2
Gastao Elias,2008,0,4
Gastao Elias,2012,0,9
Gastao Elias,2019,0,1
Gaston Gaudio,2008,0,1
George Bastl,1998,0,1
George Bastl,2003,0,3
George Bastl,2004,0,1
George Bastl,2012,0,2
George Bastl,2013,0,1
Gerald Melzer,2011,0,1
Gianluca Naso,2010,0,1
Gianluca Naso,2014,0,2
Gianluca Naso,2015,0,1
Gilles Muller,2003,0,1
Gilles Muller,2013,0,7
Giovanni Lapentti,2004,0,2
Giovanni Lapentti,2006,0,1
Giovanni Lapentti,2013,0,1
Go Soeda,2005,0,1
Go Soeda,2006,0,2
Goran Ivanisevic,2003,0,2
Greg Jones,2007,0,1
Greg Jones,2014,0,1
Greg Jones,2016,0,1
Greg Jones,2017,0,1
Grega Zemlja,2007,0,1
Grega Zemlja,2014,0,2
Gregory Carraz,1999,0,1
Gregory Carraz,2006,0,1
Guido Andreozzi,2011,0,1
Guido Pella,2009,0,1
Guilherme Clezar,2011,0,1
Guilherme Clezar,2012,0,3
Guilherme Clezar,2019,0,1
Guillaume Rufin,2008,0,1
Guillaume Rufin,2014,0,1
Guillaume Rufin,2015,0,1
Guillermo Canas,1998,0,2
Guillermo Garcia-Lopez,2003,0,1
Gustavo Kuerten,2006,0,1
Gustavo Kuerten,2008,0,3
Harel Levy,2006,0,2
Hicham Arazi,1998,0,5
Hicham Arazi,2005,0,2
Hiroki Moriya,2008,0,1
Hiroki Moriya,2019,0,1
Horacio Zeballos,2019,0,1
